,crime_type,Latitude,Longitude,Location,Month
475878,Bicycle theft,51.671633,-1.289907,On or near Park Road,2017-03
475918,Bicycle theft,51.678387,-1.275454,On or near Northcourt Walk,2017-03
475919,Bicycle theft,51.678112,-1.279031,On or near Bowyer Road,2017-03
475924,Bicycle theft,51.667242,-1.295383,On or near Ock Bridge Place,2017-03
476041,Bicycle theft,51.657278999999996,-1.578603,On or near Windy Ridge,2017-03
476107,Bicycle theft,51.599067,-1.423692,On or near Tulwick Court,2017-03
476140,Bicycle theft,51.5902,-1.427081,On or near Parking Area,2017-03
476413,Bicycle theft,51.441229,-1.051493,On or near Cranbourne Avenue,2017-03
476442,Bicycle theft,51.44189,-1.026789,On or near Tithebarn Grove,2017-03
476529,Bicycle theft,51.369933,-1.154934,On or near Shopping Area,2017-03
476590,Bicycle theft,51.413292,-1.311817,On or near Lamp Acres,2017-03
476598,Bicycle theft,51.407067,-1.337832,On or near Speen Lodge Court,2017-03
476688,Bicycle theft,51.405570000000004,-1.280664,On or near Benham Hill,2017-03
476753,Bicycle theft,51.40229,-1.257973,On or near Supermarket,2017-03
476819,Bicycle theft,51.40279,-1.2503309999999999,On or near Kennet Close,2017-03
476860,Bicycle theft,51.399297999999995,-1.2916290000000001,On or near Cyril Vokins Road,2017-03
476861,Bicycle theft,51.398835,-1.2925280000000001,On or near Hambridge Lane,2017-03
476882,Bicycle theft,51.405604,-1.322643,On or near Parking Area,2017-03
476883,Bicycle theft,51.40518,-1.316194,On or near Kelvin Road,2017-03
476919,Bicycle theft,51.401576,-1.324241,On or near Bridge Street,2017-03
476920,Bicycle theft,51.40325,-1.322994,On or near Parking Area,2017-03
476921,Bicycle theft,51.401576,-1.324241,On or near Bridge Street,2017-03
476922,Bicycle theft,51.400995,-1.323214,On or near Parking Area,2017-03
477018,Bicycle theft,51.385181,-1.3160180000000001,On or near Stirrup Close,2017-03
477045,Bicycle theft,51.397919,-1.335636,On or near Green Lane,2017-03
477077,Bicycle theft,51.380931,-1.3415569999999999,On or near Petrol Station,2017-03
477088,Bicycle theft,51.382498999999996,-1.345443,On or near Essex Street,2017-03
477120,Bicycle theft,51.378204,-1.062509,On or near King Street,2017-03
477247,Bicycle theft,51.781325,-1.371915,On or near Queens Lane,2017-03
477254,Bicycle theft,51.768128999999995,-1.485334,On or near Tristram Road,2017-03
477303,Bicycle theft,51.793735999999996,-1.463279,On or near Harvest Grove,2017-03
477304,Bicycle theft,51.7934,-1.466516,On or near Cedar Drive,2017-03
477349,Bicycle theft,51.787471000000004,-1.5005540000000002,On or near Tower Hill,2017-03
477364,Bicycle theft,51.782075,-1.487698,On or near Old Rectory Mews,2017-03
477365,Bicycle theft,51.782075,-1.487698,On or near Old Rectory Mews,2017-03
477366,Bicycle theft,51.784095,-1.482906,On or near Parking Area,2017-03
477676,Bicycle theft,51.524153999999996,-0.718644,On or near Supermarket,2017-03
477724,Bicycle theft,51.522118,-0.723256,On or near Nicholsons Lane,2017-03
477725,Bicycle theft,51.522418,-0.724386,On or near Frascati Way,2017-03
477726,Bicycle theft,51.521021999999995,-0.72258,On or near King Street,2017-03
477881,Bicycle theft,51.508534999999995,-0.742757,On or near Bracken Road,2017-03
477973,Bicycle theft,51.479046999999994,-0.6057130000000001,On or near Parking Area,2017-03
477974,Bicycle theft,51.482965,-0.608445,On or near Shopping Area,2017-03
477975,Bicycle theft,51.482898,-0.609628,On or near Windsor Royal Station,2017-03
477976,Bicycle theft,51.482898,-0.609628,On or near Windsor Royal Station,2017-03
477977,Bicycle theft,51.482898,-0.609628,On or near Windsor Royal Station,2017-03
477978,Bicycle theft,51.483519,-0.610487,On or near Bridgewater Terrace,2017-03
477979,Bicycle theft,51.482965,-0.608445,On or near Shopping Area,2017-03
478046,Bicycle theft,51.483968,-0.6081409999999999,On or near Thames Street,2017-03
478137,Bicycle theft,51.479526,-0.615015,On or near Dorset Road,2017-03
478172,Bicycle theft,51.483238,-0.614053,On or near Parking Area,2017-03
478173,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2017-03
478174,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2017-03
478276,Bicycle theft,51.479683,-0.626762,On or near Clarence Road,2017-03
478277,Bicycle theft,51.479683,-0.626762,On or near Clarence Road,2017-03
478278,Bicycle theft,51.479683,-0.626762,On or near Clarence Road,2017-03
478279,Bicycle theft,51.478775,-0.6291359999999999,On or near St Johns Road,2017-03
478292,Bicycle theft,51.484281,-0.640176,On or near Sawyer'S Close,2017-03
478328,Bicycle theft,51.474614,-0.614804,On or near St Leonard'S Road,2017-03
478438,Bicycle theft,51.401114,-0.6559119999999999,On or near High Street,2017-03
478500,Bicycle theft,51.454046000000005,-0.904384,On or near Theatre/Concert Hall,2017-03
478501,Bicycle theft,51.45685,-0.902244,On or near Haddon Drive,2017-03
478525,Bicycle theft,51.463489,-0.891173,On or near Shipley Close,2017-03
478558,Bicycle theft,51.453213,-0.903698,On or near Parking Area,2017-03
478613,Bicycle theft,51.438102,-0.9090530000000001,On or near Supermarket,2017-03
478646,Bicycle theft,51.426002000000004,-0.9328719999999999,On or near Parking Area,2017-03
478647,Bicycle theft,51.426002000000004,-0.9328719999999999,On or near Parking Area,2017-03
478648,Bicycle theft,51.426002000000004,-0.9328719999999999,On or near Parking Area,2017-03
478649,Bicycle theft,51.424735999999996,-0.933017,On or near Supermarket,2017-03
478695,Bicycle theft,51.431114,-0.884059,On or near Baslow Road,2017-03
478721,Bicycle theft,51.430765,-0.87666,On or near Church Close,2017-03
478722,Bicycle theft,51.430765,-0.87666,On or near Church Close,2017-03
478757,Bicycle theft,51.427617,-0.8776139999999999,On or near Supermarket,2017-03
478770,Bicycle theft,51.428992,-0.9146920000000001,On or near Maiden Place,2017-03
478771,Bicycle theft,51.42837,-0.9145200000000001,On or near Parking Area,2017-03
478793,Bicycle theft,51.422033,-0.9324899999999999,On or near Bradmore Way,2017-03
478964,Bicycle theft,51.407145,-0.8390799999999999,On or near Parking Area,2017-03
479232,Bicycle theft,51.563204,-0.8850129999999999,On or near Parking Area,2017-03
479418,Bicycle theft,51.637454,-0.771131,On or near Birches Rise,2017-03
479902,Bicycle theft,51.570201000000004,-0.781127,On or near West Street,2017-03
480243,Bicycle theft,,,No Location,2017-03
480244,Bicycle theft,,,No Location,2017-03
480245,Bicycle theft,,,No Location,2017-03
480246,Bicycle theft,,,No Location,2017-03
480247,Bicycle theft,,,No Location,2017-03
480248,Bicycle theft,,,No Location,2017-03
480249,Bicycle theft,,,No Location,2017-03
480250,Bicycle theft,,,No Location,2017-03
480251,Bicycle theft,,,No Location,2017-03
480252,Bicycle theft,,,No Location,2017-03
480253,Bicycle theft,,,No Location,2017-03
480254,Bicycle theft,,,No Location,2017-03
480255,Bicycle theft,,,No Location,2017-03
480256,Bicycle theft,,,No Location,2017-03
480257,Bicycle theft,,,No Location,2017-03
480258,Bicycle theft,,,No Location,2017-03
480259,Bicycle theft,,,No Location,2017-03
480260,Bicycle theft,,,No Location,2017-03
480261,Bicycle theft,,,No Location,2017-03
480262,Bicycle theft,,,No Location,2017-03
480263,Bicycle theft,,,No Location,2017-03
480264,Bicycle theft,,,No Location,2017-03
480265,Bicycle theft,,,No Location,2017-03
480266,Bicycle theft,,,No Location,2017-03
480267,Bicycle theft,,,No Location,2017-03
480268,Bicycle theft,,,No Location,2017-03
480269,Bicycle theft,,,No Location,2017-03
480270,Bicycle theft,,,No Location,2017-03
480271,Bicycle theft,,,No Location,2017-03
480272,Bicycle theft,,,No Location,2017-03
480273,Bicycle theft,,,No Location,2017-03
480274,Bicycle theft,,,No Location,2017-03
480275,Bicycle theft,,,No Location,2017-03
480276,Bicycle theft,,,No Location,2017-03
480277,Bicycle theft,,,No Location,2017-03
480278,Bicycle theft,,,No Location,2017-03
480279,Bicycle theft,,,No Location,2017-03
480280,Bicycle theft,,,No Location,2017-03
480281,Bicycle theft,,,No Location,2017-03
480282,Bicycle theft,,,No Location,2017-03
480283,Bicycle theft,,,No Location,2017-03
480284,Bicycle theft,,,No Location,2017-03
480285,Bicycle theft,,,No Location,2017-03
481383,Bicycle theft,52.009297,-0.9825649999999999,On or near Shetland,2017-10
481531,Bicycle theft,51.893939,-0.671895,On or near Parking Area,2017-10
481532,Bicycle theft,51.893939,-0.671895,On or near Parking Area,2017-10
481652,Bicycle theft,51.825019,-0.8338559999999999,On or near Monmouth Close,2017-10
481736,Bicycle theft,51.824905,-0.829651,On or near Stonehaven Road,2017-10
481751,Bicycle theft,51.828733,-0.8185520000000001,On or near Neyland Drive,2017-10
481816,Bicycle theft,51.814163,-0.784682,On or near Parton Road,2017-10
481835,Bicycle theft,51.814453,-0.808597,On or near Park/Open Space,2017-10
481836,Bicycle theft,51.818355,-0.805099,On or near Shopping Area,2017-10
481837,Bicycle theft,51.814453,-0.808597,On or near Park/Open Space,2017-10
481838,Bicycle theft,51.815940000000005,-0.8116760000000001,On or near Long Lional,2017-10
481857,Bicycle theft,51.822604,-0.8108920000000001,On or near Crown Leys,2017-10
481893,Bicycle theft,51.814988,-0.8117310000000001,On or near Walton Street,2017-10
481894,Bicycle theft,51.814594,-0.813714,On or near Pedestrian Subway,2017-10
481895,Bicycle theft,51.814988,-0.8117310000000001,On or near Walton Street,2017-10
481896,Bicycle theft,51.814988,-0.8117310000000001,On or near Walton Street,2017-10
481897,Bicycle theft,51.814594,-0.813714,On or near Pedestrian Subway,2017-10
481898,Bicycle theft,51.815338,-0.813491,On or near Friars Square Shopping Centre,2017-10
481899,Bicycle theft,51.815338,-0.813491,On or near Friars Square Shopping Centre,2017-10
481950,Bicycle theft,51.817569,-0.81085,On or near Shopping Area,2017-10
481951,Bicycle theft,51.816809,-0.811349,On or near Shopping Area,2017-10
481952,Bicycle theft,51.817569,-0.81085,On or near Shopping Area,2017-10
482000,Bicycle theft,51.815906,-0.8297969999999999,On or near Chesterfield Place,2017-10
482010,Bicycle theft,51.816977,-0.8299139999999999,On or near St Catherine'S Court,2017-10
482037,Bicycle theft,51.817321,-0.8392200000000001,On or near Supermarket,2017-10
482148,Bicycle theft,51.813957,-0.822725,On or near Further/Higher Educational Building,2017-10
482149,Bicycle theft,51.811088,-0.8245110000000001,On or near Battersby Mews,2017-10
482197,Bicycle theft,51.802023999999996,-0.800367,On or near Guttmann Road,2017-10
482219,Bicycle theft,51.799236,-0.797686,On or near Sports/Recreation Area,2017-10
482220,Bicycle theft,51.801527,-0.796668,On or near Hazlehurst Drive,2017-10
482221,Bicycle theft,51.803437,-0.7996479999999999,On or near Mellstock Road,2017-10
482236,Bicycle theft,51.797148,-0.793942,On or near Dalesford Road,2017-10
482237,Bicycle theft,51.809557,-0.804664,On or near Carlyle Avenue,2017-10
482276,Bicycle theft,51.802067,-0.82157,On or near Supermarket,2017-10
482443,Bicycle theft,51.426232,-0.772547,On or near Munday Court,2017-10
482454,Bicycle theft,51.420631,-0.7505350000000001,On or near Sports/Recreation Area,2017-10
482496,Bicycle theft,51.413746,-0.760084,On or near Pedestrian Subway,2017-10
482594,Bicycle theft,51.40461,-0.74742,On or near Pedestrian Subway,2017-10
482650,Bicycle theft,51.413153,-0.752536,On or near Parking Area,2017-10
482651,Bicycle theft,51.416301000000004,-0.750897,On or near Shopping Area,2017-10
482652,Bicycle theft,51.413153,-0.752536,On or near Parking Area,2017-10
482653,Bicycle theft,51.416301000000004,-0.750897,On or near Shopping Area,2017-10
482654,Bicycle theft,51.413153,-0.752536,On or near Parking Area,2017-10
482727,Bicycle theft,51.410949,-0.772856,On or near Supermarket,2017-10
482798,Bicycle theft,51.393536,-0.7512300000000001,On or near Parking Area,2017-10
482816,Bicycle theft,51.395398,-0.755462,On or near Pedestrian Subway,2017-10
482817,Bicycle theft,51.401769,-0.746635,On or near Pedestrian Subway,2017-10
482818,Bicycle theft,51.401769,-0.746635,On or near Pedestrian Subway,2017-10
482819,Bicycle theft,51.401769,-0.746635,On or near Pedestrian Subway,2017-10
482917,Bicycle theft,51.343208000000004,-0.795944,On or near Old Forge End,2017-10
483015,Bicycle theft,52.0736,-1.34178,On or near Lockheed Close,2017-10
483016,Bicycle theft,52.076387,-1.340119,On or near Beaumont Road,2017-10
483017,Bicycle theft,52.076387,-1.340119,On or near Beaumont Road,2017-10
483018,Bicycle theft,52.076387,-1.340119,On or near Beaumont Road,2017-10
483085,Bicycle theft,52.056839000000004,-1.338263,On or near Calthorpe Road,2017-10
483086,Bicycle theft,52.061101,-1.333532,On or near Parking Area,2017-10
483087,Bicycle theft,52.062292,-1.332552,On or near Shopping Area,2017-10
483088,Bicycle theft,52.062292,-1.332552,On or near Shopping Area,2017-10
483089,Bicycle theft,52.060528000000005,-1.330755,On or near Lower Cherwell Street,2017-10
483185,Bicycle theft,52.073119,-1.320383,On or near Wildmere Road,2017-10
483186,Bicycle theft,52.073119,-1.320383,On or near Wildmere Road,2017-10
483204,Bicycle theft,52.072592,-1.325658,On or near Jugglers Close,2017-10
483205,Bicycle theft,52.074208,-1.325269,On or near Wildmere Close,2017-10
483262,Bicycle theft,52.061908,-1.325148,On or near Merton Street,2017-10
483263,Bicycle theft,52.058966999999996,-1.329655,On or near Haslemere Way,2017-10
483279,Bicycle theft,52.057748,-1.362855,On or near Harlech Close,2017-10
483460,Bicycle theft,51.999639,-1.481767,On or near Sibford Road,2017-10
483470,Bicycle theft,51.981671,-1.332586,On or near Sports/Recreation Area,2017-10
483471,Bicycle theft,51.982122,-1.3217889999999999,On or near Bull Ring,2017-10
483498,Bicycle theft,51.917438,-1.143359,On or near Manzel Road,2017-10
483524,Bicycle theft,51.919858000000005,-1.140987,On or near Harmon Close,2017-10
483597,Bicycle theft,51.901563,-1.148763,On or near Maple Road,2017-10
483613,Bicycle theft,51.898709999999994,-1.162115,On or near Kingsclere Road,2017-10
483614,Bicycle theft,51.90148,-1.165988,On or near Windle Gardens,2017-10
483656,Bicycle theft,51.902334,-1.171074,On or near Hemingway Drive,2017-10
483657,Bicycle theft,51.90297,-1.173358,On or near Avon Crescent,2017-10
483704,Bicycle theft,51.897759,-1.1523809999999999,On or near Parking Area,2017-10
483705,Bicycle theft,51.897759,-1.1523809999999999,On or near Parking Area,2017-10
483706,Bicycle theft,51.899584999999995,-1.1537709999999999,On or near Parking Area,2017-10
483898,Bicycle theft,51.811834999999995,-1.279859,On or near Oxford Road,2017-10
484053,Bicycle theft,51.706156,-0.61252,On or near High Street,2017-10
484054,Bicycle theft,51.700373,-0.607111,On or near Hospital Hill,2017-10
484106,Bicycle theft,51.701082,-0.7441720000000001,On or near Honorwood Close,2017-10
484132,Bicycle theft,51.675634,-0.6038060000000001,On or near Chiltern Avenue,2017-10
484133,Bicycle theft,51.674577,-0.607961,On or near Supermarket,2017-10
484223,Bicycle theft,51.670243,-0.578709,On or near White Lion Road,2017-10
484263,Bicycle theft,51.60778,-0.5605,On or near The Vale,2017-10
484276,Bicycle theft,51.602871,-0.55833,On or near Hill Rise,2017-10
484287,Bicycle theft,51.605841999999996,-0.569702,On or near Grove Close,2017-10
484321,Bicycle theft,52.157795,-0.699287,On or near Gilpin Way,2017-10
484356,Bicycle theft,52.080092,-0.749747,On or near Cape End,2017-10
484383,Bicycle theft,52.083223,-0.740699,On or near Greenfield Road,2017-10
484402,Bicycle theft,52.082194,-0.735241,On or near Sports/Recreation Area,2017-10
484403,Bicycle theft,52.082194,-0.735241,On or near Sports/Recreation Area,2017-10
484438,Bicycle theft,52.086296999999995,-0.723828,On or near Supermarket,2017-10
484439,Bicycle theft,52.086296999999995,-0.723828,On or near Supermarket,2017-10
484508,Bicycle theft,52.062934000000006,-0.7864909999999999,On or near Wylie End,2017-10
484540,Bicycle theft,52.066804,-0.779048,On or near Bertram Close,2017-10
484576,Bicycle theft,52.059103,-0.81829,On or near Eton Crescent,2017-10
484613,Bicycle theft,52.063139,-0.807491,On or near Parking Area,2017-10
484614,Bicycle theft,52.065509999999996,-0.8054,On or near Lonsdale,2017-10
484615,Bicycle theft,52.065509999999996,-0.8054,On or near Lonsdale,2017-10
484616,Bicycle theft,52.062378,-0.806869,On or near Parking Area,2017-10
484770,Bicycle theft,52.050691,-0.7998890000000001,On or near Erica Road,2017-10
484811,Bicycle theft,52.055065,-0.771594,On or near East Dales,2017-10
484821,Bicycle theft,52.050845,-0.779876,On or near Supermarket,2017-10
484998,Bicycle theft,52.041078000000006,-0.7572369999999999,On or near Shopping Area,2017-10
484999,Bicycle theft,52.041906,-0.759095,On or near Shopping Area,2017-10
485000,Bicycle theft,52.043962,-0.754532,On or near Shopping Area,2017-10
485001,Bicycle theft,52.044508,-0.753394,On or near Central Milton Keynes Shopping Centre,2017-10
485002,Bicycle theft,52.042133,-0.7618729999999999,On or near Pedestrian Subway,2017-10
485003,Bicycle theft,52.043964,-0.7487729999999999,On or near Theatre/Concert Hall,2017-10
485004,Bicycle theft,52.047919,-0.752016,On or near North Fourteenth Street,2017-10
485005,Bicycle theft,52.04156,-0.748402,On or near Marlborough Gate Milton Keynes,2017-10
485006,Bicycle theft,52.043728,-0.760459,On or near North Eighth Street,2017-10
485007,Bicycle theft,52.041078000000006,-0.7572369999999999,On or near Shopping Area,2017-10
485008,Bicycle theft,52.044508,-0.753394,On or near Central Milton Keynes Shopping Centre,2017-10
485009,Bicycle theft,52.041428,-0.748712,On or near Nightclub,2017-10
485010,Bicycle theft,52.046966,-0.752918,On or near North Thirteenth Street,2017-10
485011,Bicycle theft,52.042808,-0.757612,On or near Central Milton Keynes Shopping Centre,2017-10
485012,Bicycle theft,52.043964,-0.7487729999999999,On or near Theatre/Concert Hall,2017-10
485013,Bicycle theft,52.038951000000004,-0.75505,On or near South Eighth Street,2017-10
485191,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485192,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485193,Bicycle theft,52.039801000000004,-0.7641100000000001,On or near Upper Fifth Street,2017-10
485194,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485195,Bicycle theft,52.037892,-0.775039,On or near Sports/Recreation Area,2017-10
485196,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-10
485197,Bicycle theft,52.039103000000004,-0.771303,On or near North Second Street,2017-10
485198,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485199,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485200,Bicycle theft,52.040209000000004,-0.7661399999999999,On or near Pedestrian Subway,2017-10
485201,Bicycle theft,52.037892,-0.775039,On or near Sports/Recreation Area,2017-10
485202,Bicycle theft,52.035755,-0.775258,On or near Parking Area,2017-10
485203,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485204,Bicycle theft,52.034515999999996,-0.768556,On or near Pedestrian Subway,2017-10
485205,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-10
485206,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485207,Bicycle theft,52.037493,-0.76951,On or near Upper Second Street,2017-10
485208,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485209,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-10
485210,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-10
485211,Bicycle theft,52.040209000000004,-0.7661399999999999,On or near Pedestrian Subway,2017-10
485212,Bicycle theft,52.040025,-0.769149,On or near North Fourth Street,2017-10
485326,Bicycle theft,52.042269,-0.73316,On or near Billingwell Place,2017-10
485343,Bicycle theft,52.028849,-0.731878,On or near Jeeves Close,2017-10
485448,Bicycle theft,52.04717,-0.694553,On or near Shackerstone Close,2017-10
485449,Bicycle theft,52.043861,-0.692856,On or near Eskdale Way,2017-10
485458,Bicycle theft,52.046859000000005,-0.68434,On or near Ashover,2017-10
485523,Bicycle theft,52.016939,-0.736324,On or near Tandra,2017-10
485524,Bicycle theft,52.021231,-0.728333,On or near Langland Road,2017-10
485627,Bicycle theft,52.009069000000004,-0.803261,On or near Grable Avenue,2017-10
485705,Bicycle theft,52.030202,-0.78952,On or near Glebe Close,2017-10
485712,Bicycle theft,52.026371999999995,-0.773007,On or near Whittle Court,2017-10
485713,Bicycle theft,52.021068,-0.770529,On or near Theme/Adventure Park,2017-10
485832,Bicycle theft,52.026737,-0.685222,On or near Coggeshall Grove,2017-10
485979,Bicycle theft,52.004414000000004,-0.725459,On or near Pedestrian Subway,2017-10
485980,Bicycle theft,52.014509000000004,-0.728655,On or near Sports/Recreation Area,2017-10
485981,Bicycle theft,52.008948,-0.7374229999999999,On or near Grafton Street,2017-10
485982,Bicycle theft,52.011076,-0.738777,On or near Pedestrian Subway,2017-10
486067,Bicycle theft,52.018401000000004,-0.678647,On or near Kalman Gardens,2017-10
486087,Bicycle theft,52.004141,-0.794345,On or near Supermarket,2017-10
486290,Bicycle theft,51.996596999999994,-0.75793,On or near Stour Close,2017-10
486438,Bicycle theft,51.982892,-0.724905,On or near Ness Way,2017-10
486556,Bicycle theft,51.788806,-1.266351,On or near David Walter Close,2017-10
486557,Bicycle theft,51.793366,-1.267988,On or near Sports/Recreation Area,2017-10
486585,Bicycle theft,51.787686,-1.264122,On or near Wyatt Road,2017-10
486586,Bicycle theft,51.786713,-1.265225,On or near Jackson Road,2017-10
486605,Bicycle theft,51.767588,-1.269347,On or near Aristotle Lane,2017-10
486606,Bicycle theft,51.764357000000004,-1.2689350000000001,On or near Kingston Road,2017-10
486607,Bicycle theft,51.762463000000004,-1.2694,On or near Longworth Road,2017-10
486613,Bicycle theft,51.775259000000005,-1.2581200000000001,On or near Pedestrian Subway,2017-10
486623,Bicycle theft,51.771181,-1.271709,On or near Frenchay Road,2017-10
486645,Bicycle theft,51.767604,-1.232422,On or near Petrol Station,2017-10
486661,Bicycle theft,51.75815,-1.234582,On or near John Garne Way,2017-10
486685,Bicycle theft,51.765845,-1.199166,On or near Sherwood Place,2017-10
486686,Bicycle theft,51.767449,-1.195805,On or near Supermarket,2017-10
486722,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-10
486723,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-10
486735,Bicycle theft,51.757844,-1.218143,On or near London Road,2017-10
486736,Bicycle theft,51.754351,-1.205382,On or near Rock Edge,2017-10
486740,Bicycle theft,51.756719,-1.2084700000000002,On or near Windmill Road,2017-10
486741,Bicycle theft,51.755962,-1.21096,On or near Wilberforce Street,2017-10
486747,Bicycle theft,51.764398,-1.2099,On or near Barton Lane,2017-10
486767,Bicycle theft,51.757746999999995,-1.231966,On or near John Garne Way,2017-10
486781,Bicycle theft,51.754138,-1.201778,On or near York Avenue,2017-10
486828,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-10
486829,Bicycle theft,51.753609000000004,-1.261112,On or near George Street,2017-10
486830,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2017-10
486831,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-10
486832,Bicycle theft,51.751332,-1.259454,On or near Shopping Area,2017-10
486833,Bicycle theft,51.753481,-1.253682,On or near Radcliffe Square,2017-10
486834,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-10
486835,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-10
486836,Bicycle theft,51.751469,-1.248442,On or near Rose Lane,2017-10
486837,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-10
486838,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-10
486839,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-10
486840,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2017-10
486841,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-10
486842,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-10
486843,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2017-10
486844,Bicycle theft,51.754318,-1.259579,On or near Shopping Area,2017-10
486845,Bicycle theft,51.751849,-1.267239,On or near Hollybush Row,2017-10
486846,Bicycle theft,51.751894,-1.255809,On or near Alfred Street,2017-10
486847,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-10
486848,Bicycle theft,51.758967,-1.253939,On or near Further/Higher Educational Building,2017-10
486849,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-10
486850,Bicycle theft,51.753054,-1.257209,On or near Market Street,2017-10
486851,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-10
486852,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2017-10
486853,Bicycle theft,51.753178999999996,-1.250065,On or near Further/Higher Educational Building,2017-10
486854,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2017-10
486855,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-10
486856,Bicycle theft,51.753842,-1.26105,On or near Further/Higher Educational Building,2017-10
486857,Bicycle theft,51.754996999999996,-1.251774,On or near Holywell Street,2017-10
486858,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-10
486859,Bicycle theft,51.751332,-1.259454,On or near Shopping Area,2017-10
486860,Bicycle theft,51.753954,-1.260208,On or near Theatre/Concert Hall,2017-10
486861,Bicycle theft,51.75533,-1.261822,On or near Beaumont Lane,2017-10
486862,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-10
486863,Bicycle theft,51.753178999999996,-1.250065,On or near Further/Higher Educational Building,2017-10
486864,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2017-10
486865,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2017-10
486866,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2017-10
486867,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-10
486868,Bicycle theft,51.752956,-1.2587760000000001,On or near Nightclub,2017-10
486869,Bicycle theft,51.752371000000004,-1.258756,On or near Clarendon Shopping Centre,2017-10
486870,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-10
486871,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-10
486872,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-10
486873,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-10
486874,Bicycle theft,51.751469,-1.248442,On or near Rose Lane,2017-10
486875,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2017-10
486876,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-10
486877,Bicycle theft,51.75763,-1.262901,On or near Further/Higher Educational Building,2017-10
486878,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-10
486879,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2017-10
486880,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-10
486881,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-10
486882,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-10
486883,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-10
486884,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-10
486885,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2017-10
486886,Bicycle theft,51.753609000000004,-1.261112,On or near George Street,2017-10
486887,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2017-10
486888,Bicycle theft,51.751894,-1.255809,On or near Alfred Street,2017-10
486889,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-10
486890,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-10
486891,Bicycle theft,51.752604999999996,-1.264446,On or near Nightclub,2017-10
486892,Bicycle theft,51.758946,-1.253491,On or near Hinshelwood Road,2017-10
