,crime_type,Latitude,Longitude,Location,Month
144824,Bicycle theft,51.981978999999995,-0.728644,On or near Ennell Grove,2016-06
144927,Bicycle theft,51.784299,-1.274615,On or near Woodstock Close,2016-06
144945,Bicycle theft,51.776787,-1.2695889999999999,On or near Pedestrian Subway,2016-06
144973,Bicycle theft,51.78496,-1.2667030000000001,On or near Wentworth Road,2016-06
144994,Bicycle theft,51.776123,-1.264063,On or near Diamond Place,2016-06
144995,Bicycle theft,51.776123,-1.264063,On or near Diamond Place,2016-06
144996,Bicycle theft,51.775259000000005,-1.2581200000000001,On or near Pedestrian Subway,2016-06
145009,Bicycle theft,51.771334,-1.2731700000000001,On or near Stone Meadow,2016-06
145017,Bicycle theft,51.766940000000005,-1.2635610000000002,On or near Further/Higher Educational Building,2016-06
145049,Bicycle theft,51.75815,-1.234582,On or near John Garne Way,2016-06
145108,Bicycle theft,51.771093,-1.227044,On or near Stockleys Road,2016-06
145115,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2016-06
145128,Bicycle theft,51.755808,-1.2054719999999999,On or near St Anne'S Road,2016-06
145129,Bicycle theft,51.758646999999996,-1.211725,On or near Kennett Road,2016-06
145140,Bicycle theft,51.75476,-1.2139799999999998,On or near Stapleton Road,2016-06
145143,Bicycle theft,51.762001,-1.2144629999999998,On or near Osler Road,2016-06
145144,Bicycle theft,51.765281,-1.211522,On or near St Andrew'S Lane,2016-06
145145,Bicycle theft,51.760335,-1.2154770000000001,On or near Hospital,2016-06
145203,Bicycle theft,51.759288,-1.205411,On or near Wharton Road,2016-06
145268,Bicycle theft,51.753481,-1.253682,On or near Radcliffe Square,2016-06
145269,Bicycle theft,51.757202,-1.2606620000000002,On or near Wellington Place,2016-06
145270,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2016-06
145271,Bicycle theft,51.75763,-1.262901,On or near Further/Higher Educational Building,2016-06
145272,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2016-06
145273,Bicycle theft,51.754996999999996,-1.251774,On or near Holywell Street,2016-06
145274,Bicycle theft,51.757094,-1.262069,On or near Further/Higher Educational Building,2016-06
145275,Bicycle theft,51.753217,-1.266073,On or near Nightclub,2016-06
145276,Bicycle theft,51.753609000000004,-1.261112,On or near George Street,2016-06
145277,Bicycle theft,51.753312,-1.251179,On or near Further/Higher Educational Building,2016-06
145278,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2016-06
145279,Bicycle theft,51.753481,-1.253682,On or near Radcliffe Square,2016-06
145280,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2016-06
145281,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2016-06
145282,Bicycle theft,51.754996999999996,-1.251774,On or near Holywell Street,2016-06
145283,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2016-06
145284,Bicycle theft,51.755927,-1.260915,On or near Further/Higher Educational Building,2016-06
145285,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2016-06
145286,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2016-06
145287,Bicycle theft,51.752584999999996,-1.265576,On or near Nightclub,2016-06
145288,Bicycle theft,51.752189,-1.259773,On or near Shoe Lane,2016-06
145289,Bicycle theft,51.754321999999995,-1.253103,On or near New College Lane,2016-06
145290,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2016-06
145291,Bicycle theft,51.752371000000004,-1.258756,On or near Clarendon Shopping Centre,2016-06
145292,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2016-06
145293,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2016-06
145294,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2016-06
145295,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2016-06
145296,Bicycle theft,51.753481,-1.253682,On or near Radcliffe Square,2016-06
145486,Bicycle theft,51.750295,-1.2589350000000001,On or near Further/Higher Educational Building,2016-06
145487,Bicycle theft,51.750295,-1.2589350000000001,On or near Further/Higher Educational Building,2016-06
145488,Bicycle theft,51.750531,-1.2535129999999999,On or near Further/Higher Educational Building,2016-06
145489,Bicycle theft,51.751531,-1.253902,On or near Further/Higher Educational Building,2016-06
145490,Bicycle theft,51.751531,-1.253902,On or near Further/Higher Educational Building,2016-06
145491,Bicycle theft,51.751778,-1.253174,On or near Magpie Lane,2016-06
145526,Bicycle theft,51.763256,-1.261012,On or near Further/Higher Educational Building,2016-06
145527,Bicycle theft,51.764618,-1.261787,On or near North Parade Avenue,2016-06
145528,Bicycle theft,51.759746,-1.261939,On or near Further/Higher Educational Building,2016-06
145529,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2016-06
145530,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2016-06
145531,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2016-06
145532,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2016-06
145547,Bicycle theft,51.753679999999996,-1.2886790000000001,On or near Supermarket,2016-06
145548,Bicycle theft,51.753143,-1.2817049999999999,On or near Prestwich Place,2016-06
145563,Bicycle theft,51.751296999999994,-1.2725790000000001,On or near East Street,2016-06
145576,Bicycle theft,51.758623,-1.2692450000000002,On or near Victor Street,2016-06
145577,Bicycle theft,51.759508000000004,-1.2698969999999998,On or near Mount Street,2016-06
145578,Bicycle theft,51.760401,-1.268926,On or near Juxon Street,2016-06
145590,Bicycle theft,51.752654,-1.2096850000000001,On or near Girdlestone Close,2016-06
145591,Bicycle theft,51.750667,-1.211096,On or near Massey Close,2016-06
145592,Bicycle theft,51.753531,-1.21445,On or near Old Road,2016-06
145593,Bicycle theft,51.750667,-1.211096,On or near Massey Close,2016-06
145632,Bicycle theft,51.754459000000004,-1.218781,On or near Sports/Recreation Area,2016-06
145633,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2016-06
145634,Bicycle theft,51.754088,-1.230666,On or near Headington Road,2016-06
145635,Bicycle theft,51.754463,-1.222127,On or near Gipsy Lane,2016-06
145636,Bicycle theft,51.754463,-1.222127,On or near Gipsy Lane,2016-06
145637,Bicycle theft,51.754463,-1.222127,On or near Gipsy Lane,2016-06
145638,Bicycle theft,51.754463,-1.222127,On or near Gipsy Lane,2016-06
145672,Bicycle theft,51.746365999999995,-1.229595,On or near Bartlemas Road,2016-06
145673,Bicycle theft,51.74823,-1.232736,On or near East Avenue,2016-06
145685,Bicycle theft,51.749553999999996,-1.23858,On or near Rectory Road,2016-06
145686,Bicycle theft,51.74776,-1.235061,On or near Avenue Lane,2016-06
145687,Bicycle theft,51.749553999999996,-1.23858,On or near Rectory Road,2016-06
145688,Bicycle theft,51.75079,-1.2378790000000002,On or near Glebe Street,2016-06
145689,Bicycle theft,51.74776,-1.235061,On or near Avenue Lane,2016-06
145690,Bicycle theft,51.74776,-1.235061,On or near Avenue Lane,2016-06
145691,Bicycle theft,51.749553999999996,-1.23858,On or near Rectory Road,2016-06
145715,Bicycle theft,51.751236,-1.238784,On or near Theatre/Concert Hall,2016-06
145716,Bicycle theft,51.751545,-1.239228,On or near Cave Street,2016-06
145730,Bicycle theft,51.744209999999995,-1.23812,On or near Henley Street,2016-06
145731,Bicycle theft,51.745509000000006,-1.237403,On or near Bullingdon Road,2016-06
145752,Bicycle theft,51.742032,-1.235115,On or near Sidney Street,2016-06
145775,Bicycle theft,51.749932,-1.244281,On or near Cowley Place,2016-06
145776,Bicycle theft,51.749932,-1.244281,On or near Cowley Place,2016-06
145777,Bicycle theft,51.746506,-1.238617,On or near James Street,2016-06
145778,Bicycle theft,51.747805,-1.237958,On or near Moberly Close,2016-06
145806,Bicycle theft,51.739502,-1.255447,On or near Lake Street,2016-06
145807,Bicycle theft,51.741401,-1.255865,On or near Edith Road,2016-06
145808,Bicycle theft,51.742309999999996,-1.257299,On or near Chilswell Road,2016-06
145809,Bicycle theft,51.741401,-1.255865,On or near Edith Road,2016-06
145818,Bicycle theft,51.735137,-1.251942,On or near Northampton Road,2016-06
145819,Bicycle theft,51.734035999999996,-1.248601,On or near Peel Place,2016-06
145820,Bicycle theft,51.73212,-1.249806,On or near Bertie Place,2016-06
145821,Bicycle theft,51.734775,-1.246054,On or near Weirs Lane,2016-06
145822,Bicycle theft,51.73212,-1.249806,On or near Bertie Place,2016-06
145823,Bicycle theft,51.73212,-1.249806,On or near Bertie Place,2016-06
145837,Bicycle theft,51.741197,-1.25904,On or near Sports/Recreation Area,2016-06
145857,Bicycle theft,51.73943,-1.210046,On or near Turner Close,2016-06
145865,Bicycle theft,51.743848,-1.219963,On or near Sports/Recreation Area,2016-06
145888,Bicycle theft,51.737395,-1.216236,On or near Owens Way,2016-06
145889,Bicycle theft,51.739745,-1.226232,On or near Cricket Road,2016-06
145909,Bicycle theft,51.740809999999996,-1.2027370000000002,On or near Lambton Close,2016-06
145932,Bicycle theft,51.747793,-1.2035559999999998,On or near The Slade,2016-06
145944,Bicycle theft,51.742098999999996,-1.239792,On or near Chester Street,2016-06
145950,Bicycle theft,51.737085,-1.236197,On or near Townsend Square,2016-06
145951,Bicycle theft,51.73584,-1.2410700000000001,On or near Weirs Lane,2016-06
145963,Bicycle theft,51.74146,-1.232879,On or near Catherine Street,2016-06
145964,Bicycle theft,51.741341999999996,-1.234011,On or near Percy Street,2016-06
145973,Bicycle theft,51.734883,-1.226634,On or near Cornwallis Road,2016-06
145980,Bicycle theft,51.736008,-1.220069,On or near Littlehay Road,2016-06
146022,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2016-06
146023,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2016-06
146024,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2016-06
146054,Bicycle theft,51.730959999999996,-1.2194459999999998,On or near Beauchamp Lane,2016-06
146063,Bicycle theft,51.730012,-1.236664,On or near Bakers Lane,2016-06
146068,Bicycle theft,51.730838,-1.225472,On or near Singletree,2016-06
146104,Bicycle theft,51.72155,-1.232246,On or near Supermarket,2016-06
146105,Bicycle theft,51.717643,-1.2261600000000001,On or near Mandelbrote Drive,2016-06
146216,Bicycle theft,51.722121,-1.2045569999999999,On or near Blackbird Leys Road,2016-06
146259,Bicycle theft,51.714686,-1.2033989999999999,On or near Acacia Avenue,2016-06
146260,Bicycle theft,51.715525,-1.203847,On or near Pipit Close,2016-06
146314,Bicycle theft,51.470651000000004,-0.9923290000000001,On or near Ridge Hall Close,2016-06
146352,Bicycle theft,51.468097,-0.9715239999999999,On or near North Street,2016-06
146353,Bicycle theft,51.468097,-0.9715239999999999,On or near North Street,2016-06
146354,Bicycle theft,51.465437,-0.972707,On or near St Stephens Close,2016-06
146373,Bicycle theft,51.468258,-0.949076,On or near Nire Road,2016-06
146502,Bicycle theft,51.464073,-0.9782219999999999,On or near Randolph Road,2016-06
146521,Bicycle theft,51.455698999999996,-0.987232,On or near Petrol Station,2016-06
146546,Bicycle theft,51.460141,-0.997685,On or near Petrol Station,2016-06
146602,Bicycle theft,51.452754,-1.002365,On or near Elm Park,2016-06
146603,Bicycle theft,51.454522999999995,-0.997951,On or near Cranbury Road,2016-06
146604,Bicycle theft,51.454522999999995,-0.997951,On or near Cranbury Road,2016-06
146686,Bicycle theft,51.457632000000004,-1.040617,On or near Supermarket,2016-06
146780,Bicycle theft,51.451698,-0.961517,On or near The Dell,2016-06
146814,Bicycle theft,51.456424,-0.984769,On or near Battle Street,2016-06
146842,Bicycle theft,51.452811,-0.966385,On or near Bourne-Stevens Close,2016-06
146897,Bicycle theft,51.456477,-0.9640569999999999,On or near Reading Prison,2016-06
146898,Bicycle theft,51.456477,-0.9640569999999999,On or near Reading Prison,2016-06
146899,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2016-06
146900,Bicycle theft,51.457,-0.968291,On or near The Forbury,2016-06
147076,Bicycle theft,51.453629,-0.971533,On or near Parking Area,2016-06
147077,Bicycle theft,51.455098,-0.968765,On or near Shopping Area,2016-06
147147,Bicycle theft,51.454799,-0.981984,On or near Supermarket,2016-06
147191,Bicycle theft,51.444359000000006,-0.937293,On or near Whiteknights Road,2016-06
147205,Bicycle theft,51.452436,-0.9494969999999999,On or near Granby Court,2016-06
147224,Bicycle theft,51.446626,-0.946364,On or near Cardigan Gardens,2016-06
147225,Bicycle theft,51.447353,-0.948218,On or near Blenheim Gardens,2016-06
147231,Bicycle theft,51.436565,-0.976937,On or near Rose Kiln Lane,2016-06
147292,Bicycle theft,51.446265000000004,-0.972619,On or near Elgar Road,2016-06
147312,Bicycle theft,51.445789000000005,-0.9654780000000001,On or near Supermarket,2016-06
147423,Bicycle theft,51.432274,-0.952276,On or near Monksbarn,2016-06
147474,Bicycle theft,51.434909999999995,-0.957466,On or near Salcombe Road,2016-06
147489,Bicycle theft,51.438214,-0.964988,On or near Home Farm Close,2016-06
147537,Bicycle theft,51.424871,-0.9951479999999999,On or near Smallmead Road,2016-06
147538,Bicycle theft,51.430783,-0.973858,On or near St Agnes Way,2016-06
147639,Bicycle theft,51.532951000000004,-0.622146,On or near Brighton Spur,2016-06
147680,Bicycle theft,51.537886,-0.628169,On or near Kidderminster Road,2016-06
147703,Bicycle theft,51.533464,-0.633737,On or near Sports/Recreation Area,2016-06
147737,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2016-06
147738,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2016-06
147739,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2016-06
147740,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2016-06
147741,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2016-06
147798,Bicycle theft,51.52887,-0.616143,On or near Broad Oak,2016-06
147820,Bicycle theft,51.52019,-0.6151800000000001,On or near Buckingham Avenue,2016-06
147862,Bicycle theft,51.524493,-0.657357,On or near Windermere Way,2016-06
147867,Bicycle theft,51.521842,-0.645774,On or near Balmoral Close,2016-06
147949,Bicycle theft,51.522197999999996,-0.600244,On or near Mildenhall Road,2016-06
147974,Bicycle theft,51.519729999999996,-0.601372,On or near Loddon Spur,2016-06
147975,Bicycle theft,51.520044,-0.5990850000000001,On or near Petrol Station,2016-06
147976,Bicycle theft,51.520044,-0.5990850000000001,On or near Petrol Station,2016-06
148059,Bicycle theft,51.518196,-0.577047,On or near Sheehy Way,2016-06
148065,Bicycle theft,51.513988,-0.570404,On or near Rochfords Gardens,2016-06
148074,Bicycle theft,51.53025,-0.574465,On or near Opecks Close,2016-06
148191,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-06
148192,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-06
148193,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-06
148194,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2016-06
148195,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-06
148196,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2016-06
148197,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-06
148198,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-06
148199,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-06
148290,Bicycle theft,51.515442,-0.587942,On or near Greendale Mews,2016-06
148342,Bicycle theft,51.512565,-0.612904,On or near Bath Road,2016-06
148386,Bicycle theft,51.507591999999995,-0.630447,On or near Supermarket,2016-06
148387,Bicycle theft,51.507591999999995,-0.630447,On or near Supermarket,2016-06
148388,Bicycle theft,51.507591999999995,-0.630447,On or near Supermarket,2016-06
148470,Bicycle theft,51.511404,-0.612003,On or near Tuns Lane,2016-06
148471,Bicycle theft,51.51185,-0.607954,On or near Hartland Close,2016-06
148519,Bicycle theft,51.509821,-0.595421,On or near William Street,2016-06
148520,Bicycle theft,51.509821,-0.595421,On or near William Street,2016-06
148521,Bicycle theft,51.510519,-0.59883,On or near High Street,2016-06
148628,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2016-06
148629,Bicycle theft,51.508495,-0.590548,On or near Supermarket,2016-06
148734,Bicycle theft,51.500496999999996,-0.576762,On or near Upton Court Road,2016-06
148753,Bicycle theft,51.503484,-0.559279,On or near Gosling Green,2016-06
148785,Bicycle theft,51.502194,-0.564045,On or near Blandford Road South,2016-06
148910,Bicycle theft,51.483259999999994,-0.5323359999999999,On or near Popes Close,2016-06
148939,Bicycle theft,51.471229,-0.513803,On or near Shopping Area,2016-06
148964,Bicycle theft,51.60909,-0.6340680000000001,On or near Waller Road,2016-06
148965,Bicycle theft,51.610145,-0.6466729999999999,On or near Parking Area,2016-06
148989,Bicycle theft,51.602292,-0.633261,On or near London End,2016-06
149251,Bicycle theft,51.522096000000005,-0.6758350000000001,On or near Shopping Area,2016-06
149327,Bicycle theft,51.527839,-0.662175,On or near Opendale Road,2016-06
149411,Bicycle theft,51.722259,-1.173762,On or near Oxford Road,2016-06
149426,Bicycle theft,51.745796,-0.9893629999999999,On or near Cedar Crescent,2016-06
149567,Bicycle theft,51.6187,-1.24379,On or near Dudwell,2016-06
149581,Bicycle theft,51.612387,-1.249296,On or near Great Western Drive,2016-06
149601,Bicycle theft,51.610692,-1.2429270000000001,On or near Station Road,2016-06
149760,Bicycle theft,51.599459,-1.25937,On or near Portway,2016-06
149932,Bicycle theft,51.753314,-1.292089,On or near West Way,2016-06
149969,Bicycle theft,51.682477,-1.259449,On or near Bowgrave Copse,2016-06
149970,Bicycle theft,51.677504,-1.257939,On or near Audlett Drive,2016-06
149989,Bicycle theft,51.682216,-1.273802,On or near Oxford Road,2016-06
149996,Bicycle theft,51.675218,-1.288144,On or near Godwyn Close,2016-06
150042,Bicycle theft,51.669048,-1.289253,On or near Meadowside Court,2016-06
150053,Bicycle theft,51.672083,-1.2797049999999999,On or near Supermarket,2016-06
150064,Bicycle theft,51.670074,-1.281978,On or near High Street,2016-06
150065,Bicycle theft,51.672205,-1.283492,On or near Pedestrian Subway,2016-06
150203,Bicycle theft,51.609679,-1.4223299999999999,On or near Millbrook Square,2016-06
150231,Bicycle theft,51.589328,-1.423397,On or near Seesen Way,2016-06
150259,Bicycle theft,51.620968,-1.296129,On or near Park/Open Space,2016-06
150432,Bicycle theft,51.448138,-1.0541559999999999,On or near Magpie Way,2016-06
150496,Bicycle theft,51.441013,-1.046965,On or near Red Cottage Drive,2016-06
150532,Bicycle theft,51.419089,-1.507799,On or near Middletons Close,2016-06
150559,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2016-06
150596,Bicycle theft,51.414242,-1.311256,On or near Highwood Close,2016-06
150616,Bicycle theft,51.403869,-1.305834,On or near Petrol Station,2016-06
150711,Bicycle theft,51.424919,-1.069536,On or near Moulden Way,2016-06
150752,Bicycle theft,51.40229,-1.257973,On or near Supermarket,2016-06
150753,Bicycle theft,51.402712,-1.262106,On or near Cedar Grove,2016-06
150770,Bicycle theft,51.408674,-1.256518,On or near Hawthorne Close,2016-06
150838,Bicycle theft,51.4055,-1.324916,On or near The Broadway,2016-06
150839,Bicycle theft,51.4055,-1.324916,On or near The Broadway,2016-06
150840,Bicycle theft,51.4055,-1.324916,On or near The Broadway,2016-06
150841,Bicycle theft,51.406076,-1.314168,On or near Newport Close,2016-06
150879,Bicycle theft,51.400995,-1.323214,On or near Parking Area,2016-06
150880,Bicycle theft,51.401277,-1.3237709999999998,On or near Mansion House Street,2016-06
150881,Bicycle theft,51.397913,-1.3206149999999999,On or near Greenham Road,2016-06
150951,Bicycle theft,51.404561,-1.3226149999999999,On or near Park Way,2016-06
150952,Bicycle theft,51.397242999999996,-1.31361,On or near Boundary Road,2016-06
151032,Bicycle theft,51.380573999999996,-1.340514,On or near Dormer Close,2016-06
151075,Bicycle theft,51.372152,-1.0358530000000001,On or near Parking Area,2016-06
151083,Bicycle theft,51.376763000000004,-1.068989,On or near Leigh Field,2016-06
151144,Bicycle theft,51.860683,-1.6065770000000001,On or near Petrol Station,2016-06
151145,Bicycle theft,51.860683,-1.6065770000000001,On or near Petrol Station,2016-06
151159,Bicycle theft,51.86234,-1.615609,On or near Supermarket,2016-06
151260,Bicycle theft,51.789064,-1.476064,On or near Newland,2016-06
151306,Bicycle theft,51.782047999999996,-1.500208,On or near Church View Road,2016-06
151361,Bicycle theft,51.785297,-1.496693,On or near A4095,2016-06
151362,Bicycle theft,51.784163,-1.492183,On or near Corndell Gardens,2016-06
151446,Bicycle theft,51.758075,-1.595429,On or near Parking Area,2016-06
151474,Bicycle theft,51.536478,-0.736537,On or near Switchback Close,2016-06
151523,Bicycle theft,51.534185,-0.738216,On or near Willow Close,2016-06
151530,Bicycle theft,51.53416,-0.724318,On or near Moorside Close,2016-06
151551,Bicycle theft,51.526745,-0.710643,On or near Simpson Close,2016-06
151587,Bicycle theft,51.528851,-0.722275,On or near Cookham Road,2016-06
151606,Bicycle theft,51.519672,-0.7241310000000001,On or near Grenfell Avenue,2016-06
151607,Bicycle theft,51.518957,-0.721989,On or near Parking Area,2016-06
151608,Bicycle theft,51.518957,-0.721989,On or near Parking Area,2016-06
151626,Bicycle theft,51.528851,-0.721424,On or near Wayside Mews,2016-06
151635,Bicycle theft,51.524153999999996,-0.718644,On or near Supermarket,2016-06
151662,Bicycle theft,51.519594,-0.720242,On or near Bell Street,2016-06
151663,Bicycle theft,51.516597,-0.718337,On or near Greenfields,2016-06
151842,Bicycle theft,51.482553,-0.610934,On or near Supermarket,2016-06
151843,Bicycle theft,51.482377,-0.606634,On or near Church Street,2016-06
151913,Bicycle theft,51.487701,-0.609799,On or near Parking Area,2016-06
151949,Bicycle theft,51.499855,-0.636284,On or near Northfield Road,2016-06
151994,Bicycle theft,51.473682000000004,-0.555437,On or near Horton Road,2016-06
152006,Bicycle theft,51.481234,-0.611133,On or near Shopping Area,2016-06
152033,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2016-06
152034,Bicycle theft,51.482738,-0.619699,On or near Vansittart Road,2016-06
152056,Bicycle theft,51.475625,-0.618949,On or near College Crescent,2016-06
152061,Bicycle theft,51.486403,-0.627035,On or near The Moorings,2016-06
152062,Bicycle theft,51.47979,-0.62827,On or near Petrol Station,2016-06
152071,Bicycle theft,51.484478,-0.650986,On or near Maidenhead Road,2016-06
152104,Bicycle theft,51.477601,-0.631749,On or near Dawson Close,2016-06
152159,Bicycle theft,51.476846,-0.6103729999999999,On or near Prince Consort Cottages,2016-06
152160,Bicycle theft,51.476677,-0.6151300000000001,On or near Queens Road,2016-06
152354,Bicycle theft,51.472769,-0.883634,On or near Simmons Fields,2016-06
152394,Bicycle theft,51.454046000000005,-0.904384,On or near Theatre/Concert Hall,2016-06
152421,Bicycle theft,51.463489,-0.891173,On or near Shipley Close,2016-06
152422,Bicycle theft,51.463489,-0.891173,On or near Shipley Close,2016-06
152450,Bicycle theft,51.453384,-0.9066299999999999,On or near Parking Area,2016-06
152487,Bicycle theft,51.440922,-0.918424,On or near Parking Area,2016-06
152511,Bicycle theft,51.446433,-0.897011,On or near Chaffey Close,2016-06
152580,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-06
152581,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-06
152582,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-06
152635,Bicycle theft,51.426292,-0.917374,On or near Woodbine Close,2016-06
152785,Bicycle theft,51.413962,-0.809602,On or near Plough Lane,2016-06
152811,Bicycle theft,51.400284,-0.839067,On or near Gorrick Square,2016-06
152904,Bicycle theft,51.71906,-0.839841,On or near Manor Road,2016-06
152955,Bicycle theft,51.63662,-0.76442,On or near Mendip Way,2016-06
153194,Bicycle theft,51.632049,-0.774413,On or near Vanguard Close,2016-06
153261,Bicycle theft,51.624507,-0.784165,On or near Juniper Drive,2016-06
153314,Bicycle theft,51.628170000000004,-0.7519359999999999,On or near Pedestrian Subway,2016-06
153315,Bicycle theft,51.630769,-0.7604029999999999,On or near West End Road,2016-06
153398,Bicycle theft,51.628712,-0.751329,On or near Paul'S Row,2016-06
153399,Bicycle theft,51.627520000000004,-0.749093,On or near Parking Area,2016-06
153519,Bicycle theft,51.619346,-0.720746,On or near Ryemead Way,2016-06
153676,Bicycle theft,51.589393,-0.782331,On or near Kingsley Drive,2016-06
153677,Bicycle theft,51.587385,-0.783741,On or near Sports/Recreation Area,2016-06
153732,Bicycle theft,51.579388,-0.773059,On or near Caroline Court,2016-06
153737,Bicycle theft,51.567229,-0.789387,On or near Highfield Park,2016-06
153983,Bicycle theft,,,No Location,2016-06
153984,Bicycle theft,,,No Location,2016-06
153985,Bicycle theft,,,No Location,2016-06
153986,Bicycle theft,,,No Location,2016-06
153987,Bicycle theft,,,No Location,2016-06
153988,Bicycle theft,,,No Location,2016-06
153989,Bicycle theft,,,No Location,2016-06
153990,Bicycle theft,,,No Location,2016-06
153991,Bicycle theft,,,No Location,2016-06
153992,Bicycle theft,,,No Location,2016-06
153993,Bicycle theft,,,No Location,2016-06
153994,Bicycle theft,,,No Location,2016-06
153995,Bicycle theft,,,No Location,2016-06
153996,Bicycle theft,,,No Location,2016-06
153997,Bicycle theft,,,No Location,2016-06
153998,Bicycle theft,,,No Location,2016-06
153999,Bicycle theft,,,No Location,2016-06
154000,Bicycle theft,,,No Location,2016-06
154001,Bicycle theft,,,No Location,2016-06
154002,Bicycle theft,,,No Location,2016-06
154003,Bicycle theft,,,No Location,2016-06
154004,Bicycle theft,,,No Location,2016-06
154005,Bicycle theft,,,No Location,2016-06
154006,Bicycle theft,,,No Location,2016-06
154007,Bicycle theft,,,No Location,2016-06
154008,Bicycle theft,,,No Location,2016-06
154009,Bicycle theft,,,No Location,2016-06
154010,Bicycle theft,,,No Location,2016-06
154011,Bicycle theft,,,No Location,2016-06
154012,Bicycle theft,,,No Location,2016-06
154013,Bicycle theft,,,No Location,2016-06
154014,Bicycle theft,,,No Location,2016-06
154015,Bicycle theft,,,No Location,2016-06
154016,Bicycle theft,,,No Location,2016-06
154017,Bicycle theft,,,No Location,2016-06
154018,Bicycle theft,,,No Location,2016-06
154019,Bicycle theft,,,No Location,2016-06
154020,Bicycle theft,,,No Location,2016-06
154021,Bicycle theft,,,No Location,2016-06
154022,Bicycle theft,,,No Location,2016-06
154023,Bicycle theft,,,No Location,2016-06
154024,Bicycle theft,,,No Location,2016-06
154870,Bicycle theft,52.011509000000004,-0.9721700000000001,On or near Church Street,2016-03
155189,Bicycle theft,51.823324,-0.8252809999999999,On or near Haydon Road,2016-03
155253,Bicycle theft,51.816373999999996,-0.8003640000000001,On or near Supermarket,2016-03
155543,Bicycle theft,51.806979999999996,-0.803238,On or near Byron Road,2016-03
155552,Bicycle theft,51.807541,-0.807996,On or near Madeley Road,2016-03
155784,Bicycle theft,51.422540999999995,-0.756825,On or near Hart Close,2016-03
155810,Bicycle theft,51.415285,-0.756821,On or near Skimpedhill Lane,2016-03
155856,Bicycle theft,51.408807,-0.725494,On or near Whitton Road,2016-03
155871,Bicycle theft,51.416652,-0.744215,On or near Pedestrian Subway,2016-03
155872,Bicycle theft,51.416652,-0.744215,On or near Pedestrian Subway,2016-03
155975,Bicycle theft,51.416014000000004,-0.747583,On or near Parking Area,2016-03
155976,Bicycle theft,51.414893,-0.74793,On or near Conference/Exhibition Centre,2016-03
156048,Bicycle theft,51.40399,-0.764416,On or near Pedestrian Subway,2016-03
156135,Bicycle theft,51.398213,-0.75977,On or near Neuman Crescent,2016-03
156136,Bicycle theft,51.401769,-0.746635,On or near Pedestrian Subway,2016-03
156286,Bicycle theft,52.0736,-1.34178,On or near Lockheed Close,2016-03
156361,Bicycle theft,52.061005,-1.3372389999999998,On or near Nightclub,2016-03
156362,Bicycle theft,52.062552000000004,-1.3341379999999998,On or near Shopping Area,2016-03
